#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       15432     1.62746      1.6217 0.000853338
       15433     1.62555      1.6217 0.000853283
       15434     1.62376      1.6217 0.000853227
       15435     1.62208      1.6217 0.000853172
       15436     1.62053      1.6217 0.000853117
       15437     1.61912      1.6217 0.000853061
       15438     1.61787      1.6217 0.000853006
       15439     1.61679      1.6217 0.000852951
       15440     1.61589      1.6217 0.000852896
       15441     1.61519      1.6217 0.000852841
       15442     1.61468      1.6217 0.000852786
       15443     1.61439      1.6217 0.000852731
       15444     1.61432      1.6217 0.000852676
       15445     1.61447      1.6217  0.00085262
       15446     1.61484      1.6217 0.000852565
       15447     1.61544      1.6217  0.00085251
       15448     1.61628      1.6217 0.000852455
       15449     1.61733      1.6217   0.0008524
       15450     1.61861      1.6217 0.000852345
       15451      1.6201      1.6217  0.00085229
       15452     1.62181      1.6217 0.000852235
       15453     1.62371      1.6217 0.000852179
       15454      1.6258      1.6217 0.000852124
       15455     1.62808      1.6217 0.000852069
       15456     1.63051      1.6217 0.000852014
       15457     1.63309      1.6217  0.00085196
       15458     1.63581      1.6217 0.000851905
       15459     1.63864      1.6217  0.00085185
       15460     1.64156      1.6217 0.000851796
       15461     1.64457      1.6217 0.000851743
       15462     1.64763      1.6217 0.000851689
       15463     1.65074     1.62171 0.000851636
       15464     1.65385     1.62171 0.000851584
       15465     1.65697     1.62171 0.000851532
       15466     1.66006     1.62171  0.00085148
       15467     1.66311     1.62172 0.000851429
       15468     1.66609     1.62172 0.000851379
       15469     1.66899     1.62172  0.00085133
       15470     1.67178     1.62173 0.000851281
       15471     1.67445     1.62173 0.000851232
       15472     1.67697     1.62173 0.000851185
       15473     1.67932     1.62174 0.000851138
       15474     1.68149     1.62174 0.000851092
       15475     1.68345     1.62174 0.000851046
       15476     1.68519     1.62175 0.000851001
       15477     1.68669     1.62175 0.000850956
       15478     1.68794     1.62176 0.000850912
       15479     1.68891     1.62176 0.000850868
       15480     1.68959     1.62177 0.000850825
       15481     1.68998     1.62177 0.000850781
       15482     1.69005     1.62177 0.000850737
       15483     1.68979     1.62178 0.000850694
       15484      1.6892     1.62178  0.00085065
       15485     1.68827     1.62179 0.000850606
       15486       1.687     1.62179 0.000850561
       15487     1.68538      1.6218 0.000850516
       15488     1.68342      1.6218 0.000850471
       15489      1.6811      1.6218 0.000850425
       15490     1.67845     1.62181 0.000850378
       15491     1.67546     1.62181  0.00085033
       15492     1.67214     1.62181 0.000850281
       15493      1.6685     1.62182 0.000850231
       15494     1.66454     1.62182 0.000850181
       15495      1.6603     1.62182  0.00085013
       15496     1.65577     1.62182 0.000850078
       15497     1.65098     1.62183 0.000850025
       15498     1.64594     1.62183 0.000849972
       15499     1.64068     1.62183 0.000849918
       15500     1.63521     1.62183 0.000849863
       15501     1.62957     1.62183 0.000849809
       15502     1.62377     1.62183 0.000849754
       15503     1.61785     1.62183 0.000849699
       15504     1.61182     1.62183 0.000849644
       15505     1.60572     1.62183  0.00084959
       15506     1.59957     1.62183 0.000849537
       15507     1.59341     1.62183 0.000849484
       15508     1.58727     1.62182 0.000849432
       15509     1.58117     1.62182 0.000849381
       15510     1.57515     1.62182 0.000849332
       15511     1.56924     1.62181 0.000849284
       15512     1.56347     1.62181 0.000849237
       15513     1.55787     1.62181 0.000849193
       15514     1.55246      1.6218  0.00084915
       15515     1.54729      1.6218 0.000849109
       15516     1.54237     1.62179 0.000849069
       15517     1.53773     1.62179 0.000849032
       15518     1.53339     1.62178 0.000848996
       15519     1.52939     1.62177 0.000848962
       15520     1.52574     1.62177  0.00084893
       15521     1.52247     1.62176   0.0008489
       15522     1.51959     1.62176  0.00084887
       15523     1.51711     1.62175 0.000848843
       15524     1.51506     1.62174 0.000848816
       15525     1.51345     1.62173  0.00084879
       15526     1.51229     1.62173 0.000848764
       15527     1.51158     1.62172 0.000848739
       15528     1.51133     1.62171 0.000848714
       15529     1.51154     1.62171 0.000848689
       15530     1.51221      1.6217 0.000848664
       15531     1.51334     1.62169 0.000848638
       15532     1.51493     1.62169 0.000848611
       15533     1.51695     1.62168 0.000848583
       15534     1.51941     1.62167 0.000848554
       15535     1.52229     1.62167 0.000848524
       15536     1.52556     1.62166 0.000848492
       15537      1.5292     1.62165 0.000848458
       15538      1.5332     1.62165 0.000848422
       15539     1.53752     1.62164 0.000848385
       15540     1.54213     1.62164 0.000848346
       15541     1.54702     1.62163 0.000848305
       15542     1.55214     1.62163 0.000848262
       15543     1.55746     1.62162 0.000848218
       15544     1.56293     1.62162 0.000848171
       15545     1.56854     1.62162 0.000848124
       15546     1.57423     1.62161 0.000848075
       15547     1.57997     1.62161 0.000848024
       15548     1.58572     1.62161 0.000847973
       15549     1.59144     1.62161 0.000847921
       15550      1.5971     1.62161 0.000847868
       15551     1.60265      1.6216 0.000847814
       15552     1.60806      1.6216  0.00084776
       15553     1.61329      1.6216 0.000847706
       15554     1.61831      1.6216 0.000847651
       15555     1.62309      1.6216 0.000847597
       15556     1.62759      1.6216 0.000847542
       15557     1.63178      1.6216 0.000847488
       15558     1.63564      1.6216 0.000847434
       15559     1.63913     1.62161  0.00084738
       15560     1.64224     1.62161 0.000847327
       15561     1.64495     1.62161 0.000847274
       15562     1.64723     1.62161 0.000847221
       15563     1.64907     1.62161 0.000847168
       15564     1.65045     1.62161 0.000847116
       15565     1.65138     1.62162 0.000847064
       15566     1.65183     1.62162 0.000847011
       15567     1.65181     1.62162 0.000846959
       15568     1.65131     1.62162 0.000846907
       15569     1.65033     1.62162 0.000846855
       15570     1.64889     1.62162 0.000846802
       15571     1.64698     1.62163 0.000846749
       15572     1.64462     1.62163 0.000846696
       15573     1.64183     1.62163 0.000846643
       15574     1.63861     1.62163 0.000846589
       15575     1.63499     1.62163 0.000846535
       15576     1.63099     1.62163 0.000846481
       15577     1.62664     1.62163 0.000846427
       15578     1.62196     1.62163 0.000846372
       15579     1.61699     1.62163 0.000846318
       15580     1.61176     1.62163 0.000846264
       15581      1.6063     1.62163  0.00084621
       15582     1.60066     1.62163 0.000846157
       15583     1.59486     1.62163 0.000846104
       15584     1.58894     1.62163 0.000846053
       15585     1.58297     1.62162 0.000846002
       15586     1.57696     1.62162 0.000845953
       15587     1.57097     1.62162 0.000845905
       15588     1.56503     1.62161 0.000845858
       15589      1.5592     1.62161 0.000845813
       15590      1.5535      1.6216  0.00084577
       15591     1.54798      1.6216 0.000845729
       15592     1.54268     1.62159  0.00084569
       15593     1.53763     1.62159 0.000845653
       15594     1.53286     1.62158 0.000845618
       15595      1.5284     1.62158 0.000845585
       15596     1.52428     1.62157 0.000845554
       15597     1.52051     1.62157 0.000845524
       15598     1.51711     1.62156 0.000845497
       15599      1.5141     1.62155 0.000845471
       15600     1.51147     1.62154 0.000845446
       15601     1.50924     1.62154 0.000845422
       15602     1.50739     1.62153   0.0008454
       15603     1.50593     1.62152 0.000845378
       15604     1.50484     1.62152 0.000845357
       15605     1.50411     1.62151 0.000845336
       15606     1.50371      1.6215 0.000845316
       15607     1.50364     1.62149 0.000845295
       15608     1.50385     1.62148 0.000845275
       15609     1.50432     1.62148 0.000845254
       15610     1.50502     1.62147 0.000845233
       15611     1.50592     1.62146 0.000845211
       15612     1.50699     1.62146 0.000845189
       15613      1.5082     1.62145 0.000845166
       15614     1.50951     1.62144 0.000845142
       15615     1.51089     1.62143 0.000845117
       15616     1.51231     1.62143 0.000845092
       15617     1.51375     1.62142 0.000845066
       15618     1.51518     1.62141  0.00084504
       15619     1.51657     1.62141 0.000845012
       15620      1.5179      1.6214 0.000844984
       15621     1.51916     1.62139 0.000844955
       15622     1.52032     1.62139 0.000844926
       15623     1.52138     1.62138 0.000844896
       15624     1.52232     1.62137 0.000844866
       15625     1.52315     1.62137 0.000844835
       15626     1.52385     1.62136 0.000844804
       15627     1.52444     1.62136 0.000844773
       15628      1.5249     1.62135 0.000844741
       15629     1.52526     1.62134  0.00084471
       15630     1.52552     1.62134 0.000844678
       15631     1.52569     1.62133 0.000844646
       15632      1.5258     1.62132 0.000844614
       15633     1.52586     1.62132 0.000844582
       15634     1.52588     1.62131  0.00084455
       15635     1.52591     1.62131 0.000844518
       15636     1.52596      1.6213 0.000844486
       15637     1.52605     1.62129 0.000844454
       15638     1.52622     1.62129 0.000844422
       15639      1.5265     1.62128  0.00084439
       15640      1.5269     1.62128 0.000844357
       15641     1.52746     1.62127 0.000844325
       15642      1.5282     1.62126 0.000844292
       15643     1.52915     1.62126 0.000844258
       15644     1.53032     1.62125 0.000844224
       15645     1.53173     1.62125  0.00084419
       15646     1.53341     1.62124 0.000844154
       15647     1.53536     1.62124 0.000844118
       15648     1.53759     1.62123 0.000844081
       15649     1.54011     1.62122 0.000844043
       15650     1.54291     1.62122 0.000844004
       15651     1.54598     1.62121 0.000843964
